isbn13,Title,Authors,Average Rating,Language Code,Num Pages,Ratings Count,Text Reviews Count
9780060096687,Behaving Like Adults,['Anna Maxted'],3.54,eng,400,2678,108
9780060098919,The Great Gatsby,"['F. Scott Fitzgerald', 'Tim Robbins']",3.91,eng,6,249,57
9780060099459,Merry Christmas  Amelia Bedelia,"['Peggy Parish', 'Lynn Sweat']",4.29,eng,64,2452,62
9780060166496,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),['Armistead Maupin'],4.44,eng,720,495,11
9780060175641,Identity,"['Milan Kundera', 'Linda Asher']",3.68,eng,176,260,32
9780060177249,The Thief of Always,['Clive Barker'],4.19,eng,225,22123,1194
9780060183073,The Third Chimpanzee: The Evolution & Future of the Human Animal,['Jared Diamond'],4.05,eng,407,57,1
9780060184124,The Senator and the Socialite: The True Story of America's First Black Dynasty,['Lawrence Otis Graham'],3.93,eng,480,129,28
9780060192501,The Illustrated Alchemist: A Fable about Following Your Dream,"['Paulo Coelho', 'Alan R. Clarke', 'Mœbius']",3.85,eng,198,236,31
9780060192778,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,['John Gray'],3.54,eng,368,18,1
9780060193393,Body For Life: 12 Weeks to Mental and Physical Strength,"['Bill Phillips', ""Michael D'Orso""]",3.73,eng,201,3806,275
9780060194918,Daughter of Fortune,"['Isabel Allende', 'Margaret Sayers Peden']",3.9,eng,399,968,95
9780060218058,The Last of the Really Great Whangdoodles,['Julie Andrews Edwards'],4.25,eng,209,9963,898
9780060225353,Stanley,['Syd Hoff'],3.59,eng,64,7,1
9780060244163,Betsy-Tacy and Tib (Betsy-Tacy  #2),"['Maud Hart Lovelace', 'Lois Lenski']",4.17,eng,128,79,16
9780060245603,Today I Feel Silly  Other Moods That Make My Day,"['Jamie Lee Curtis', 'Laura Cornell']",4.15,eng,40,4030,498
9780060248123,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),"['Betty MacDonald', 'Hilary Knight']",4.46,eng,392,905,84
9780060249199,The Betsy-Tacy Treasury (Betsy-Tacy  #1–4),"['Maud Hart Lovelace', 'Lois Lenski']",4.55,eng,592,444,52
9780060254926,Where the Wild Things Are,['Maurice Sendak'],4.22,eng,40,8504,477
9780060255084,We Were Not Like Other People,"['Ephraim Sevela', 'Antonina W. Bouis']",4.15,eng,216,1,0
9780060256579,The Missing Piece Meets the Big O,['Shel Silverstein'],4.33,eng,104,10010,496
9780060256753,Lafcadio  the Lion Who Shot Back,['Shel Silverstein'],4.15,eng,112,5191,299
9780060263195,Sun  Moon  Star,"['Kurt Vonnegut', 'Ivan Chermayeff']",3.79,eng,62,402,39
9780060277406,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,"['Amy Cotler', 'Frances Hodgson Burnett', 'Prudence See']",4.28,eng,128,142,19
9780060278427,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,"['William   Anderson', 'Laura Ingalls Wilder']",4.3,eng,80,713,48
9780060282349,The Fairies: Photographic Evidence of the Existence of Another World,['Suza Scalora'],4.14,eng,36,1750,17
9780060391539,Quivers: A Life,['Robin Quivers'],3.51,eng,341,60,5
9780060392888,The Dirt: Confessions of the World's Most Notorious Rock Band,"['Neil Strauss', 'Vince Neil', 'Nikki Sixx', 'Tommy Lee', 'Mick Mars']",4.16,eng,430,420,50
9780060502959,The Moonspinners,['Mary  Stewart'],4.03,eng,400,5868,373
9780060504083,Small Wonder,['Barbara Kingsolver'],4.01,eng,264,8738,610
9780060506049,Worlds Enough & Time: Five Tales of Speculative Fiction,['Dan Simmons'],3.75,eng,272,923,58
9780060506988,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),"['Harold G. Moore', 'Joseph L. Galloway']",4.31,eng,535,164,23
9780060507275,Household Saints,['Francine Prose'],3.7,eng,272,364,45
9780060507404,The Cheese Monkeys,['Chip Kidd'],3.75,eng,288,4570,512
9780060507770,The Last Hero (Discworld #27; Rincewind #7),"['Terry Pratchett', 'Paul Kidby']",4.17,eng,176,25447,480
9780060508074,The Ragwitch,['Garth Nix'],3.45,eng,391,2909,108
9780060509057,Travels,['Michael Crichton'],3.95,eng,400,6812,493
9780060510855,Caesar (Masters of Rome  #5),['Colleen McCullough'],4.36,eng,928,5825,119
9780060510862,The Forever War (The Forever War  #1),['Joe Haldeman'],4.15,eng,278,103375,3780
9780060511067,Amelia Bedelia Goes Camping,"['Peggy Parish', 'Lynn Sweat']",4.14,eng,64,2040,73
9780060511104,The Secret Sister,"['Ann Maxwell', 'Elizabeth Lowell']",3.65,eng,416,1164,48
9780060511111,Amelia Bedelia Helps Out,"['Peggy Parish', 'Lynn Sweat']",4.25,eng,64,7678,68
9780060511135,Whirlpool,"['Elizabeth Lowell', 'Ann Maxwell']",3.78,eng,448,1115,62
9780060511142,Teach Us  Amelia Bedelia,"['Peggy Parish', 'Lynn Sweat']",4.21,eng,64,3069,93
9780060512187,The Beauty Myth,['Naomi Wolf'],3.9,eng,368,15465,854
9780060512804,Cryptonomicon,['Neal Stephenson'],4.25,eng,1139,80225,4104
9780060513030,Where the Sidewalk Ends,['Shel Silverstein'],4.3,eng,176,1094416,9754
9780060513061,A Light in the Attic,['Shel Silverstein'],4.34,eng,176,337019,2473
9780060513092,Falling Up,['Shel Silverstein'],4.34,eng,178,114058,1341
9780060515195,Anansi Boys,['Neil Gaiman'],4.02,eng,387,153485,6986
9780060515225,Fragile Things: Short Fictions and Wonders,['Neil Gaiman'],4.01,eng,360,43210,2431
9780060516055,What Went Wrong? The Clash Between Islam & Modernity in the Middle East,['Bernard Lewis'],3.49,eng,186,2409,251
9780060517618,The Lady in Question (Effingtons  #7),['Victoria Alexander'],3.76,eng,384,1259,60
9780060518516,The Hand of Dinotopia,"['Alan Dean Foster', 'James Gurney']",3.97,eng,416,281,12
9780060518653,Letters from the Earth: Uncensored Writings,"['Mark Twain', 'Bernard DeVoto', 'Henry Nash Smith']",4.22,eng,321,6447,375
9780060519131,Savannah Blues (Weezie and Bebe Mysteries  #1),['Mary Kay Andrews'],3.98,eng,404,15417,1006
9780060519568,Touching Darkness (Midnighters  #2),['Scott Westerfeld'],3.89,eng,336,16945,674
9780060519599,Blue Noon (Midnighters  #3),['Scott Westerfeld'],3.85,eng,384,14632,716
9780060520595,Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,['Hazel Rowley'],4.1,eng,432,106,16
9780060520847,Bias: A CBS Insider Exposes How the Media Distort the News,['Bernard Goldberg'],3.67,eng,238,1696,146
9780060521226,The Whipping Boy,"['Sid Fleischman', 'Peter Sís']",3.56,eng,90,19910,1105
9780060521998,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,['Clayton M. Christensen'],3.99,eng,286,28568,693
9780060524395,Ohio Class (Silent Service #5),['H. Jay Riker'],3.83,eng,416,44,4
9780060524937,A Nose for Murder (Jack and Jamie #1),['Lee Charles Kelley'],3.47,eng,267,93,11
9780060524944,Murder Unleashed (Jack and Jamie #2),['Lee Charles Kelley'],3.91,eng,304,57,9
9780060524951,To Collar a Killer (Jack and Jamie #3),['Lee Charles Kelley'],3.72,eng,304,65,5
9780060525101,Happiness,['Will Ferguson'],3.78,eng,320,2191,178
9780060525118,Size 12 Is Not Fat (Heather Wells  #1),['Meg Cabot'],3.74,eng,345,73592,2360
9780060525125,Size 14 Is Not Fat Either (Heather Wells  #2),['Meg Cabot'],3.83,eng,344,26923,1015
9780060527983,Warrior of the Light,['Paulo Coelho'],3.7,eng,142,21578,905
9780060527990,The Devil and Miss Prym (On the Seventh Day  #3),"['Paulo Coelho', 'Amanda Hopkinson', 'Nick Caistor']",3.6,eng,205,46113,1963
9780060528874,The Wapshot Chronicle,"['John Cheever', 'Rick Moody']",3.76,eng,352,5971,248
9780060529574,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,['Stanley Bing'],3.08,eng,368,26,6
9780060530488,Sharpe's Fury (Sharpe  #11),['Bernard Cornwell'],4.1,eng,352,5830,130
9780060530839,The Lion  the Witch and the Wardrobe,"['C.S. Lewis', 'Pauline Baynes']",4.21,eng,112,370,19
9780060531041,One Hundred Years of Solitude,"['Gabriel García Márquez', 'Gregory Rabassa']",4.06,eng,417,547207,15763
9780060534042,Kisscut (Grant County  #2),['Karin Slaughter'],4.11,eng,420,23365,1016
9780060534059,A Faint Cold Fear (Grant County  #3),['Karin Slaughter'],4.1,eng,422,22850,803
9780060535032,City of the Beasts (Eagle and Jaguar  #1),"['Isabel Allende', 'Margaret Sayers Peden']",3.7,eng,408,17247,752
9780060535117,Walt Whitman: A Life,['Justin Kaplan'],3.99,eng,464,210,16
9780060535261,Brave New World and Brave New World Revisited,"['Aldous Huxley', 'Christopher Hitchens']",4.16,eng,340,395,51
9780060539092,How to Make Love Like a Porn Star: A Cautionary Tale,"['Jenna Jameson', 'Neil Strauss']",3.75,eng,592,10211,802
9780060539160,Rough Crossings: Britain  the Slaves and the American Revolution,['Simon Schama'],3.97,eng,496,719,87
9780060539252,The Outsider,['Richard Wright'],4.16,eng,672,1736,79
9780060539825,Burning Chrome (Sprawl  #0),"['William Gibson', 'Bruce Sterling']",4.06,eng,224,29648,533
9780060540906,Dead Wrong (Joanna Brady  #12),['J.A. Jance'],4.03,eng,368,4013,209
9780060540944,1421: The Year China Discovered America,['Gavin Menzies'],3.59,eng,650,11289,860
9780060541439,13 Little Blue Envelopes (Little Blue Envelope  #1),['Maureen Johnson'],3.64,eng,322,69559,4018
9780060541514,Sexy,['Joyce Carol Oates'],3.16,eng,288,963,116
9780060541811,The Andromeda Strain (Andromeda #1),['Michael Crichton'],3.89,eng,327,192637,2571
9780060541835,Congo,['Michael Crichton'],3.58,eng,442,140223,1468
9780060541873,Only You Can Save Mankind (Johnny Maxwell  #1),['Terry Pratchett'],3.71,eng,210,9506,301
9780060541880,Johnny and the Dead (Johnny Maxwell  #2),['Terry Pratchett'],3.78,eng,213,7733,176
9780060542382,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,"['Peggy Parish', 'Various']",4.41,eng,96,256,13
9780060543495,Lizabeth's Story (The Girls of Lighthouse Lane #3),"['Thomas Kinkade', 'Erika Tamar']",3.96,eng,192,24,0
9780060543525,Amanda's Story (The Girls of Lighthouse Lane #4),"['Thomas Kinkade', 'Erika Tamar']",4.04,eng,208,4,0
9780060544881,Bradbury Stories: 100 of His Most Celebrated Tales,['Ray Bradbury'],4.42,eng,912,5073,184
9780060545611,With No One as Witness (Inspector Lynley  #13),['Elizabeth  George'],4.03,eng,784,9641,502
9780060545628,What Came Before He Shot Her (Inspector Lynley  #14),['Elizabeth  George'],3.55,eng,560,6502,642
9780060545642,My Invented Country: A Nostalgic Journey Through Chile,['Isabel Allende'],3.84,eng,199,4687,343
9780060545840,The Bradbury Chronicles: The Life of Ray Bradbury,['Sam Weller'],4.22,eng,384,352,45
9780060546571,Three Rotten Eggs (The Hamlet Chronicles  #5),"['Gregory Maguire', 'Elaine Clayton']",3.74,eng,240,76,4
9780060548285,The Wicked Day (Arthurian Saga  #4),['Mary  Stewart'],4.09,eng,417,9875,238
9780060554736,The Game: Penetrating the Secret Society of Pickup Artists,['Neil Strauss'],3.74,eng,464,19305,1510
9780060556501,The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),"['Hiawyn Oram', 'C.S. Lewis', 'Tudor Humphries']",4.19,eng,48,5012,57
9780060556525,Gold: The Final Science Fiction Collection,"['Isaac Asimov', 'Orson Scott Card']",3.99,eng,416,2393,82
9780060556570,The Red Queen: Sex and the Evolution of Human Nature,['Matt Ridley'],4.03,eng,405,12843,476
9780060557560,All Aunt Hagar's Children: Stories,['Edward P. Jones'],3.77,eng,399,1573,212
9780060557812,Neverwhere (London Below  #1),['Neil Gaiman'],4.18,eng,370,323601,14372
9780060559144,Gentlemen and Players,['Joanne Harris'],3.9,eng,422,10140,1168
9780060561185,The Prince Kidnaps a Bride (Lost Princesses  #3),['Christina Dodd'],3.8,eng,384,2072,82
9780060564421,Nimitz Class (Admiral Arnold Morgan  #1),['Patrick Robinson'],3.91,eng,495,5255,90
9780060564780,The Kindness of Strangers,['Katrina Kittle'],4.01,eng,400,11432,1389
9780060566104,Built to Last: Successful Habits of Visionary Companies,"['James C. Collins', 'Jerry I. Porras']",3.98,eng,368,49529,471
9780060566685,Fluke: Or  I Know Why the Winged Whale Sings,['Christopher Moore'],3.75,eng,321,34773,1920
9780060567231,Lord of Light,['Roger Zelazny'],4.1,eng,296,22530,1050
9780060570583,The Perennial Philosophy,['Aldous Huxley'],4.23,eng,336,2959,145
9780060572006,A Crack in the Edge of the World,['Simon Winchester'],3.78,eng,419,5242,482
9780060572150,Truth and Beauty,['Ann Patchett'],3.94,eng,257,29983,2583
9780060572341,Where the Sidewalk Ends: Poems and Drawings,['Shel Silverstein'],4.3,eng,192,3456,179
9780060572969,Dead Witch Walking (The Hollows  #1),['Kim Harrison'],4.04,eng,416,97105,3995
9780060572976,The Good  the Bad  and the Undead (The Hollows  #2),['Kim Harrison'],4.26,eng,453,53112,1554
9780060572990,Every Which Way But Dead (The Hollows  #3),['Kim Harrison'],4.29,eng,501,58900,1185
9780060574215,Men Are from Mars  Women Are from Venus,['John Gray'],3.54,eng,368,126108,3115
9780060575816,Sabriel (Abhorsen  #1),['Garth Nix'],4.17,eng,311,1296,158
9780060577049,Slouching Toward Nirvana,"['Charles Bukowski', 'John   Martin']",3.99,eng,288,1901,101
9780060577865,Bad Childhood---Good Life: How to Blossom and Thrive in Spite of an Unhappy Childhood,['Laura Schlessinger'],3.92,eng,272,502,84
9780060578114,Cat Cross Their Graves (Joe Grey  #10),['Shirley Rousseau Murphy'],4.3,eng,385,481,27
9780060578121,Cat Breaking Free (Joe Grey  #11),['Shirley Rousseau Murphy'],4.2,eng,375,204,19
9780060580339,Slider,['Patrick Robinson'],4.18,eng,416,64,7
9780060580810,Cookies: Bite-Size Life Lessons,"['Amy Krouse Rosenthal', 'Jane Dyer']",4.19,eng,40,1123,182
9780060581060,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),['Susan Kandel'],3.47,eng,280,761,103
9780060582500,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,['Donald H. Wolfe'],3.84,eng,448,600,53
9780060582548,Matilda,"['Roald Dahl', 'Joely Richardson']",4.3,eng,5,57,19
9780060583316,Like A Charm,"['Karin Slaughter', 'Peter Robinson', 'John Connolly', 'Denise Mina', 'Mark Billingham']",3.5,eng,384,21,4
9780060584023,Metro Girl (Alex Barnaby  #1),['Janet Evanovich'],3.62,eng,374,28414,1068
9780060584030,Motor Mouth (Alex Barnaby #2),['Janet Evanovich'],3.67,eng,312,21885,659
9780060584085,Her Master and Commander (Just Ask Reeves  #1),['Karen Hawkins'],3.8,eng,372,785,31
9780060584757,Mystic River,['Dennis Lehane'],4.18,eng,416,105317,2735
9780060586379,The Way the Crow Flies,"['Ann', 'Marie MacDonald']",4.09,eng,848,11012,989
9780060586546,Great Short Works of Herman Melville,"['Herman Melville', 'Warner Berthoff']",4.02,eng,512,401,10
9780060586904,Measle and the Dragodon,['Ian Ogilvy'],3.96,eng,352,258,13
9780060587017,The Day I Swapped My Dad for Two Goldfish,"['Neil Gaiman', 'Dave McKean']",4.03,eng,64,8744,524
9780060587031,The Day I Swapped My Dad for Two Goldfish,"['Neil Gaiman', 'Dave McKean']",4.03,eng,64,280,30
9780060589288,Eleven Minutes,"['Paulo Coelho', 'Margaret Jull Costa']",3.69,eng,273,114826,4731
9780060589462,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,['Robert M. Pirsig'],3.77,eng,540,157734,6101
9780060590147,Jigs & Reels: Stories,['Joanne Harris'],3.49,eng,304,1913,139
9780060590154,Ulysses S. Grant: The Unlikely Hero,['Michael Korda'],3.88,eng,176,410,44
9780060590161,Lirael (Abhorsen  #2),['Garth Nix'],4.3,eng,464,87623,1828
9780060590277,A Dirty Job (Grim Reaper  #1),['Christopher Moore'],4.07,eng,387,88016,5333
9780060590291,You Suck (A Love Story  #2),['Christopher Moore'],3.83,eng,328,41291,2413
9780060591717,El reino del dragón de oro,['Isabel Allende'],3.84,spa,432,1061,49
9780060593087,Quicksilver (The Baroque Cycle  #1),['Neal Stephenson'],3.93,eng,927,29981,1682
9780060593193,When We Meet Again (Effingtons  #10),['Victoria Alexander'],3.88,eng,384,1288,57
9780060593209,Let It Be Love (Effingtons  #11),['Victoria Alexander'],3.79,eng,384,1191,45
9780060593247,Every Book Its Reader: The Power of the Printed Word to Stir the World,['Nicholas A. Basbanes'],3.96,eng,400,300,26
9780060593636,Flirting With Danger (Samantha Jellicoe  #1),['Suzanne Enoch'],3.93,eng,384,3519,184
9780060594343,Goat Girls (Weetzie Bat  #2-3),['Francesca Lia Block'],4.42,eng,240,466,5
9780060594350,Beautiful Boys (Weetzie Bat  #4-5),['Francesca Lia Block'],4.43,eng,304,413,5
9780060594527,Lost Horizon,['James Hilton'],3.92,eng,241,11794,940
9780060595180,The Doors of Perception & Heaven and Hell,['Aldous Huxley'],3.94,eng,187,27716,740
9780060595364,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),['Dixie Cash'],3.81,eng,384,1581,164
9780060596385,Abarat: Days of Magic  Nights of War,['Clive Barker'],4.21,eng,569,11634,279
9780060598242,The Chronicles of Narnia: Including an Essay on Writing by C.S. Lewis,"['C.S. Lewis', 'Pauline Baynes']",4.26,eng,778,3605,264
9780060598617,Outposts: Journeys to the Surviving Relics of the British Empire,['Simon Winchester'],3.79,eng,400,1146,101
9780060598808,Thanksgiving,['Janet Evanovich'],3.6,eng,228,10334,451
9780060598822,Manhunt,['Janet Evanovich'],3.69,eng,219,11854,434
9780060598846,Love Overboard,['Janet Evanovich'],3.65,eng,244,11223,333
9780060598853,Back to the Bedroom (Elsie Hawkins #1),['Janet Evanovich'],3.67,eng,234,9839,476
9780060598877,Smitten (Elsie Hawkins #2),['Janet Evanovich'],3.67,eng,234,11746,376
9780060598891,The Rocky Road to Romance (Elsie Hawkins #4),['Janet Evanovich'],3.67,eng,249,9470,305
9780060598969,Thomas Jefferson: Author of America,['Christopher Hitchens'],3.92,eng,188,2181,218
9780060598976,Muhammad: A Prophet for Our Time,['Karen Armstrong'],4.04,eng,256,1662,180
9780060609177,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,['Marcus J. Borg'],4.14,eng,160,3998,242
9780060609191,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,['Marcus J. Borg'],4.13,eng,321,2875,179
9780060622138,Shadow of the Almighty: The Life and Testament of Jim Elliot,['Elisabeth Elliot'],4.39,eng,272,6658,164
9780060645892,The Dance of the Dissident Daughter,['Sue Monk Kidd'],3.96,eng,256,5319,587
9780060652852,Readings for Meditation and Reflection,"['C.S. Lewis', 'Walter Hooper']",4.31,eng,176,255,25
9780060652890,The Screwtape Letters,['C.S. Lewis'],4.22,eng,224,116735,4760
9780060652920,Mere Christianity,"['C.S. Lewis', 'Kathleen Norris']",4.32,eng,227,7316,647
9780060654856,Learning to Love: Exploring Solitude and Freedom,"['Thomas Merton', 'Christine M. Bochen']",4.5,eng,382,15,2
9780060667412,Embracing the Love of God: The Path and Promise of Christian Life,"['James Brian Smith', 'Richard J. Foster']",4.26,eng,192,63,8
9780060677015,The Rise of Christianity,['Rodney Stark'],4.04,eng,272,1308,144
9780060722296,The Falls,['Joyce Carol Oates'],3.57,eng,512,8068,726
9780060723514,Mutant Message Down Under,['Marlo Morgan'],3.79,eng,224,10778,1224
9780060723934,Crooked Little Vein,['Warren Ellis'],3.82,eng,288,7655,980
9780060724290,The Collected Poetry  1968-1998,"['Nikki Giovanni', 'Virginia C. Fowler']",4.42,eng,512,1218,52
9780060724504,Ready or Not (All-American Girl  #2),['Meg Cabot'],3.4,eng,238,21893,734
9780060724917,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,['Laura Ingalls Wilder'],4.14,eng,352,667,50
9780060725143,Darkest Hour (The Mediator  #4),['Meg Cabot'],4.17,eng,316,30018,657
9780060726461,Great Short Works of Fyodor Dostoevsky,"['Fyodor Dostoyevsky', 'Ronald Hingley']",4.41,eng,768,1292,28
9780060727536,Cash,"['Johnny Cash', 'Patrick   Carr']",4.07,eng,310,16485,548
9780060727635,The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931,"['C.S. Lewis', 'Walter Hooper']",4.37,eng,1072,112,19
